,date_of_purchase,date_of_encashment,standardised_political_party_name,prefix_bond_code,bond_number,bond_type,amount,pay_branch_code,pay_branch_state,pay_branch_ciy,standardised_purchaser_name,organisation_or_individual,issue_branch_code,issue_branch_state,issue_branch_city,status
3990,12-07-2023,13-07-2023,Biju Janata Dal,OC,12869,1 Crore Bond,10000000,`00041,Odisha,Bhubaneswar,RASHMI CEMENT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
3991,10-07-2023,13-07-2023,Biju Janata Dal,TL,15202,10 Lakh Bond,1000000,`00041,Odisha,Bhubaneswar,SILVERTONE SECURITIES PRIVATE LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
3992,10-07-2023,13-07-2023,Biju Janata Dal,TL,15204,10 Lakh Bond,1000000,`00041,Odisha,Bhubaneswar,SILVERTONE SECURITIES PRIVATE LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
3993,11-07-2023,13-07-2023,Biju Janata Dal,TL,15253,10 Lakh Bond,1000000,`00041,Odisha,Bhubaneswar,THE PUNJAB BUSINESS SUPPLY COMPANY,Organisation,`00001,West Bengal,Kolkata,Paid
3994,11-07-2023,13-07-2023,Biju Janata Dal,TL,15259,10 Lakh Bond,1000000,`00041,Odisha,Bhubaneswar,THE PUNJAB BUSINESS SUPPLY COMPANY,Organisation,`00001,West Bengal,Kolkata,Paid
3995,11-07-2023,13-07-2023,Biju Janata Dal,TL,15257,10 Lakh Bond,1000000,`00041,Odisha,Bhubaneswar,THE PUNJAB BUSINESS SUPPLY COMPANY,Organisation,`00001,West Bengal,Kolkata,Paid
3996,11-07-2023,13-07-2023,Biju Janata Dal,TL,15247,10 Lakh Bond,1000000,`00041,Odisha,Bhubaneswar,THE PUNJAB BUSINESS SUPPLY COMPANY,Organisation,`00001,West Bengal,Kolkata,Paid
3997,11-07-2023,13-07-2023,Biju Janata Dal,TL,15249,10 Lakh Bond,1000000,`00041,Odisha,Bhubaneswar,THE PUNJAB BUSINESS SUPPLY COMPANY,Organisation,`00001,West Bengal,Kolkata,Paid
3998,11-07-2023,13-07-2023,Biju Janata Dal,TL,15255,10 Lakh Bond,1000000,`00041,Odisha,Bhubaneswar,THE PUNJAB BUSINESS SUPPLY COMPANY,Organisation,`00001,West Bengal,Kolkata,Paid
3999,11-07-2023,13-07-2023,Biju Janata Dal,TL,15261,10 Lakh Bond,1000000,`00041,Odisha,Bhubaneswar,THE PUNJAB BUSINESS SUPPLY COMPANY,Organisation,`00001,West Bengal,Kolkata,Paid
4000,11-07-2023,13-07-2023,Biju Janata Dal,TL,15251,10 Lakh Bond,1000000,`00041,Odisha,Bhubaneswar,THE PUNJAB BUSINESS SUPPLY COMPANY,Organisation,`00001,West Bengal,Kolkata,Paid
4001,04-07-2023,14-07-2023,All India Trinamool Congress,OC,12747,1 Crore Bond,10000000,`00001,West Bengal,Kolkata,TRANSWAYS EXIM PRIVATE LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4002,05-07-2023,14-07-2023,All India Trinamool Congress,OC,12752,1 Crore Bond,10000000,`00001,West Bengal,Kolkata,SENGUPTA AND SENGUPTA PRIVATE LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4003,05-07-2023,14-07-2023,All India Trinamool Congress,OC,12750,1 Crore Bond,10000000,`00001,West Bengal,Kolkata,SENGUPTA AND SENGUPTA PRIVATE LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4004,04-07-2023,14-07-2023,All India Trinamool Congress,TL,14877,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,SAROJIT KUMAR DEY,Individual,`00001,West Bengal,Kolkata,Paid
4005,04-07-2023,14-07-2023,All India Trinamool Congress,TL,14881,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,SAROJIT KUMAR DEY,Individual,`00001,West Bengal,Kolkata,Paid
4006,04-07-2023,14-07-2023,All India Trinamool Congress,TL,14871,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,SAROJIT KUMAR DEY,Individual,`00001,West Bengal,Kolkata,Paid
4007,04-07-2023,14-07-2023,All India Trinamool Congress,TL,14875,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,SAROJIT KUMAR DEY,Individual,`00001,West Bengal,Kolkata,Paid
4008,04-07-2023,14-07-2023,All India Trinamool Congress,TL,14879,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,SAROJIT KUMAR DEY,Individual,`00001,West Bengal,Kolkata,Paid
4009,04-07-2023,14-07-2023,All India Trinamool Congress,TL,14869,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,SAROJIT KUMAR DEY,Individual,`00001,West Bengal,Kolkata,Paid
4010,04-07-2023,14-07-2023,All India Trinamool Congress,TL,14873,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,SAROJIT KUMAR DEY,Individual,`00001,West Bengal,Kolkata,Paid
4011,05-07-2023,14-07-2023,All India Trinamool Congress,TL,14677,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,RAMESH AGARWAL C S BOTTLING PLANT,Organisation,`00001,West Bengal,Kolkata,Paid
4012,05-07-2023,14-07-2023,All India Trinamool Congress,TL,14673,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,RAMESH AGARWAL C S BOTTLING PLANT,Organisation,`00001,West Bengal,Kolkata,Paid
4013,05-07-2023,14-07-2023,All India Trinamool Congress,TL,14675,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,RAMESH AGARWAL C S BOTTLING PLANT,Organisation,`00001,West Bengal,Kolkata,Paid
4014,05-07-2023,14-07-2023,All India Trinamool Congress,TL,14687,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,RAMESH AGARWAL C S BOTTLING PLANT,Organisation,`00001,West Bengal,Kolkata,Paid
4015,05-07-2023,14-07-2023,All India Trinamool Congress,TL,14685,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,RAMESH AGARWAL C S BOTTLING PLANT,Organisation,`00001,West Bengal,Kolkata,Paid
4016,05-07-2023,14-07-2023,All India Trinamool Congress,TL,14681,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,RAMESH AGARWAL C S BOTTLING PLANT,Organisation,`00001,West Bengal,Kolkata,Paid
4017,05-07-2023,14-07-2023,All India Trinamool Congress,TL,14689,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,RAMESH AGARWAL C S BOTTLING PLANT,Organisation,`00001,West Bengal,Kolkata,Paid
4018,05-07-2023,14-07-2023,All India Trinamool Congress,TL,14683,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,RAMESH AGARWAL C S BOTTLING PLANT,Organisation,`00001,West Bengal,Kolkata,Paid
4019,05-07-2023,14-07-2023,All India Trinamool Congress,TL,14679,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,RAMESH AGARWAL C S BOTTLING PLANT,Organisation,`00001,West Bengal,Kolkata,Paid
4020,05-07-2023,14-07-2023,All India Trinamool Congress,TL,14883,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,RAMESH AGARWAL C S BOTTLING PLANT,Organisation,`00001,West Bengal,Kolkata,Paid
4021,05-07-2023,14-07-2023,All India Trinamool Congress,TL,14699,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,RAMESH AGARWAL C S BOTTLING PLANT,Organisation,`00001,West Bengal,Kolkata,Paid
4022,05-07-2023,14-07-2023,All India Trinamool Congress,TL,14697,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,RAMESH AGARWAL C S BOTTLING PLANT,Organisation,`00001,West Bengal,Kolkata,Paid
4023,05-07-2023,14-07-2023,All India Trinamool Congress,TL,14693,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,RAMESH AGARWAL C S BOTTLING PLANT,Organisation,`00001,West Bengal,Kolkata,Paid
4024,05-07-2023,14-07-2023,All India Trinamool Congress,TL,14691,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,RAMESH AGARWAL C S BOTTLING PLANT,Organisation,`00001,West Bengal,Kolkata,Paid
4025,05-07-2023,14-07-2023,All India Trinamool Congress,TL,14695,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,RAMESH AGARWAL C S BOTTLING PLANT,Organisation,`00001,West Bengal,Kolkata,Paid
4026,05-07-2023,14-07-2023,All India Trinamool Congress,TL,14690,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,MANOTOSH DAS,Individual,`00001,West Bengal,Kolkata,Paid
4027,05-07-2023,14-07-2023,All India Trinamool Congress,TL,14692,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,MANOTOSH DAS,Individual,`00001,West Bengal,Kolkata,Paid
4028,05-07-2023,14-07-2023,All India Trinamool Congress,TL,14694,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,MANOTOSH DAS,Individual,`00001,West Bengal,Kolkata,Paid
4029,05-07-2023,14-07-2023,All India Trinamool Congress,TL,14885,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,MANOTOSH DAS,Individual,`00001,West Bengal,Kolkata,Paid
4030,05-07-2023,14-07-2023,All India Trinamool Congress,TL,14897,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,MANOTOSH DAS,Individual,`00001,West Bengal,Kolkata,Paid
4031,05-07-2023,14-07-2023,All India Trinamool Congress,TL,14696,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,MANOTOSH DAS,Individual,`00001,West Bengal,Kolkata,Paid
4032,05-07-2023,14-07-2023,All India Trinamool Congress,TL,14889,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,MANOTOSH DAS,Individual,`00001,West Bengal,Kolkata,Paid
4033,05-07-2023,14-07-2023,All India Trinamool Congress,TL,14893,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,MANOTOSH DAS,Individual,`00001,West Bengal,Kolkata,Paid
4034,05-07-2023,14-07-2023,All India Trinamool Congress,TL,14895,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,MANOTOSH DAS,Individual,`00001,West Bengal,Kolkata,Paid
4035,05-07-2023,14-07-2023,All India Trinamool Congress,TL,14891,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,MANOTOSH DAS,Individual,`00001,West Bengal,Kolkata,Paid
4036,05-07-2023,14-07-2023,All India Trinamool Congress,TL,14887,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,MANOTOSH DAS,Individual,`00001,West Bengal,Kolkata,Paid
4037,05-07-2023,14-07-2023,All India Trinamool Congress,TL,14899,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,MANOTOSH DAS,Individual,`00001,West Bengal,Kolkata,Paid
4038,06-07-2023,14-07-2023,All India Trinamool Congress,TL,14698,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,M S VARAS INTERNATIONAL PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4039,06-07-2023,14-07-2023,All India Trinamool Congress,TL,15151,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,M S VARAS INTERNATIONAL PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4040,06-07-2023,14-07-2023,All India Trinamool Congress,TL,14700,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,M S VARAS INTERNATIONAL PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4041,06-07-2023,14-07-2023,All India Trinamool Congress,TL,15158,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,CASTLE LIQUORS PRIVATE LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4042,06-07-2023,14-07-2023,All India Trinamool Congress,TL,15188,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,CASTLE LIQUORS PRIVATE LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4043,06-07-2023,14-07-2023,All India Trinamool Congress,TL,15168,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,CASTLE LIQUORS PRIVATE LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4044,06-07-2023,14-07-2023,All India Trinamool Congress,TL,15162,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,CASTLE LIQUORS PRIVATE LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4045,06-07-2023,14-07-2023,All India Trinamool Congress,TL,15166,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,CASTLE LIQUORS PRIVATE LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4046,06-07-2023,14-07-2023,All India Trinamool Congress,TL,15190,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,CASTLE LIQUORS PRIVATE LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4047,06-07-2023,14-07-2023,All India Trinamool Congress,TL,15154,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,CASTLE LIQUORS PRIVATE LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4048,06-07-2023,14-07-2023,All India Trinamool Congress,TL,15152,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,CASTLE LIQUORS PRIVATE LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4049,06-07-2023,14-07-2023,All India Trinamool Congress,TL,15176,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,CASTLE LIQUORS PRIVATE LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4050,06-07-2023,14-07-2023,All India Trinamool Congress,TL,15156,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,CASTLE LIQUORS PRIVATE LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4051,06-07-2023,14-07-2023,All India Trinamool Congress,TL,15174,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,CASTLE LIQUORS PRIVATE LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4052,06-07-2023,14-07-2023,All India Trinamool Congress,TL,15164,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,CASTLE LIQUORS PRIVATE LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4053,06-07-2023,14-07-2023,All India Trinamool Congress,TL,15160,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,CASTLE LIQUORS PRIVATE LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4054,12-07-2023,15-07-2023,Aam Aadmi Party,OC,12859,1 Crore Bond,10000000,`00691,Delhi,New Delhi,MKJ ENTERPRISES LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4055,12-07-2023,15-07-2023,Aam Aadmi Party,OC,12855,1 Crore Bond,10000000,`00691,Delhi,New Delhi,MKJ ENTERPRISES LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4056,12-07-2023,15-07-2023,Aam Aadmi Party,OC,12853,1 Crore Bond,10000000,`00691,Delhi,New Delhi,MKJ ENTERPRISES LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4057,12-07-2023,15-07-2023,Aam Aadmi Party,OC,12861,1 Crore Bond,10000000,`00691,Delhi,New Delhi,MKJ ENTERPRISES LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4058,12-07-2023,15-07-2023,Aam Aadmi Party,OC,12857,1 Crore Bond,10000000,`00691,Delhi,New Delhi,MKJ ENTERPRISES LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4059,07-07-2023,15-07-2023,Bharat Rashtra Samithi,OC,12775,1 Crore Bond,10000000,`00847,Telangana,Hyderabad,LAUREL SECURITIES PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4060,07-07-2023,15-07-2023,Bharat Rashtra Samithi,OC,12781,1 Crore Bond,10000000,`00847,Telangana,Hyderabad,LAUREL SECURITIES PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4061,10-07-2023,15-07-2023,Bharat Rashtra Samithi,OC,12784,1 Crore Bond,10000000,`00847,Telangana,Hyderabad,RIGHT AID CONSULTANTS PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4062,12-07-2023,15-07-2023,Bharat Rashtra Samithi,OC,12845,1 Crore Bond,10000000,`00847,Telangana,Hyderabad,KAMNA CREDITS AND PROMOTORS PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4063,12-07-2023,15-07-2023,Bharat Rashtra Samithi,OC,12851,1 Crore Bond,10000000,`00847,Telangana,Hyderabad,KAMNA CREDITS AND PROMOTORS PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4064,12-07-2023,15-07-2023,Bharat Rashtra Samithi,OC,12849,1 Crore Bond,10000000,`00847,Telangana,Hyderabad,KAMNA CREDITS AND PROMOTORS PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4065,12-07-2023,15-07-2023,Bharat Rashtra Samithi,OC,12843,1 Crore Bond,10000000,`00847,Telangana,Hyderabad,KAMNA CREDITS AND PROMOTORS PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4066,12-07-2023,15-07-2023,Bharat Rashtra Samithi,OC,12847,1 Crore Bond,10000000,`00847,Telangana,Hyderabad,KAMNA CREDITS AND PROMOTORS PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4067,12-07-2023,15-07-2023,Bharat Rashtra Samithi,OC,12862,1 Crore Bond,10000000,`00847,Telangana,Hyderabad,PCBL LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4068,12-07-2023,15-07-2023,Bharat Rashtra Samithi,OC,12868,1 Crore Bond,10000000,`00847,Telangana,Hyderabad,PCBL LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4069,12-07-2023,15-07-2023,Bharat Rashtra Samithi,OC,12866,1 Crore Bond,10000000,`00847,Telangana,Hyderabad,PCBL LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4070,12-07-2023,15-07-2023,Bharat Rashtra Samithi,OC,12864,1 Crore Bond,10000000,`00847,Telangana,Hyderabad,PCBL LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4071,12-07-2023,15-07-2023,Bharat Rashtra Samithi,OC,12860,1 Crore Bond,10000000,`00847,Telangana,Hyderabad,PCBL LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4072,12-07-2023,15-07-2023,Bharat Rashtra Samithi,OC,12870,1 Crore Bond,10000000,`00847,Telangana,Hyderabad,GANGES JUTE PRIVATE LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4073,12-07-2023,15-07-2023,Bharat Rashtra Samithi,OC,12874,1 Crore Bond,10000000,`00847,Telangana,Hyderabad,THE ANGUS COMPANY LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4074,12-07-2023,15-07-2023,Bharat Rashtra Samithi,OC,12872,1 Crore Bond,10000000,`00847,Telangana,Hyderabad,THE ANGUS COMPANY LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4075,12-07-2023,15-07-2023,Bharat Rashtra Samithi,OC,12873,1 Crore Bond,10000000,`00847,Telangana,Hyderabad,THE GANGES MANUFACTURING CO LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4076,06-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15163,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,DIVIT SECURITY,Organisation,`00001,West Bengal,Kolkata,Paid
4077,06-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15175,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,DIVIT SECURITY,Organisation,`00001,West Bengal,Kolkata,Paid
4078,06-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15171,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,DIVIT SECURITY,Organisation,`00001,West Bengal,Kolkata,Paid
4079,06-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15167,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,DIVIT SECURITY,Organisation,`00001,West Bengal,Kolkata,Paid
4080,06-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15165,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,DIVIT SECURITY,Organisation,`00001,West Bengal,Kolkata,Paid
4081,06-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15169,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,DIVIT SECURITY,Organisation,`00001,West Bengal,Kolkata,Paid
4082,06-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15173,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,DIVIT SECURITY,Organisation,`00001,West Bengal,Kolkata,Paid
4083,07-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15192,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,ELLISBRIDGE ESTATES PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4084,07-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15194,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,ELLISBRIDGE ESTATES PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4085,07-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15196,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,ELLISBRIDGE ESTATES PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4086,07-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15200,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,ELLISBRIDGE ESTATES PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4087,07-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15198,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,ELLISBRIDGE ESTATES PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4088,10-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15199,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,RIGHT AID CONSULTANTS PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4089,10-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15201,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,RIGHT AID CONSULTANTS PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4090,10-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15205,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,RIGHT AID CONSULTANTS PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4091,10-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15197,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,RIGHT AID CONSULTANTS PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4092,10-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15203,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,RIGHT AID CONSULTANTS PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4093,10-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15206,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,SILVERTONE SECURITIES PRIVATE LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4094,10-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15210,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,SILVERTONE SECURITIES PRIVATE LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4095,10-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15208,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,SILVERTONE SECURITIES PRIVATE LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4096,12-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15258,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,ABHINANDAN STOCK BROKING PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4097,12-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15262,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,ABHINANDAN STOCK BROKING PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4098,12-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15254,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,ABHINANDAN STOCK BROKING PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4099,12-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15266,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,ABHINANDAN STOCK BROKING PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4100,12-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15268,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,ABHINANDAN STOCK BROKING PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4101,12-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15264,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,ABHINANDAN STOCK BROKING PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4102,12-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15248,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,ABHINANDAN STOCK BROKING PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4103,12-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15250,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,ABHINANDAN STOCK BROKING PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4104,12-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15260,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,ABHINANDAN STOCK BROKING PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4105,12-07-2023,15-07-2023,Bharat Rashtra Samithi,TL,15256,10 Lakh Bond,1000000,`00847,Telangana,Hyderabad,ABHINANDAN STOCK BROKING PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
4106,05-07-2023,15-07-2023,Bharatiya Janata Party,OC,12763,1 Crore Bond,10000000,`00691,Delhi,New Delhi,WPIL LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4107,05-07-2023,15-07-2023,Bharatiya Janata Party,OC,12765,1 Crore Bond,10000000,`00691,Delhi,New Delhi,WPIL LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4108,05-07-2023,15-07-2023,Bharatiya Janata Party,OC,12757,1 Crore Bond,10000000,`00691,Delhi,New Delhi,WPIL LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4109,05-07-2023,15-07-2023,Bharatiya Janata Party,OC,12759,1 Crore Bond,10000000,`00691,Delhi,New Delhi,WPIL LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4110,05-07-2023,15-07-2023,Bharatiya Janata Party,OC,12761,1 Crore Bond,10000000,`00691,Delhi,New Delhi,WPIL LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4111,06-07-2023,18-07-2023,Rashtriya Janta Dal,OC,12780,1 Crore Bond,10000000,`00152,Bihar,Patna,IFB AGRO INDUSTRIES LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4112,06-07-2023,18-07-2023,Rashtriya Janta Dal,OC,12762,1 Crore Bond,10000000,`00152,Bihar,Patna,IFB AGRO INDUSTRIES LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4113,06-07-2023,18-07-2023,Rashtriya Janta Dal,OC,12776,1 Crore Bond,10000000,`00152,Bihar,Patna,IFB AGRO INDUSTRIES LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4114,06-07-2023,18-07-2023,Rashtriya Janta Dal,OC,12756,1 Crore Bond,10000000,`00152,Bihar,Patna,IFB AGRO INDUSTRIES LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4115,06-07-2023,18-07-2023,Rashtriya Janta Dal,OC,12774,1 Crore Bond,10000000,`00152,Bihar,Patna,IFB AGRO INDUSTRIES LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
