,date_of_purchase,date_of_encashment,standardised_political_party_name,prefix_bond_code,bond_number,bond_type,amount,pay_branch_code,pay_branch_state,pay_branch_ciy,standardised_purchaser_name,organisation_or_individual,issue_branch_code,issue_branch_state,issue_branch_city,status
0,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,4636,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
1,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6303,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
2,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6335,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
3,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6345,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
4,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6324,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
5,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,4633,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
6,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6327,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
7,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6322,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
8,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6329,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
9,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6315,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
10,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6347,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
11,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6338,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
12,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6314,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
13,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6319,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
14,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6302,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
15,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6334,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
16,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6305,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
17,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6336,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
18,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,4615,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
19,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6266,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
20,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6332,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
21,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,4634,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
22,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6313,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
23,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6341,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
24,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6333,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
25,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6340,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
26,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6309,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
27,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6331,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
28,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,4635,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
29,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6304,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
30,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6310,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
31,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6339,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
32,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6344,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
33,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6306,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
34,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6318,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
35,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6343,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
36,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6307,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
37,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6346,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
38,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6323,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
39,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6342,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
40,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6317,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
41,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6290,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
42,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6301,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
43,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6320,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
44,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6328,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
45,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6330,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
46,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6308,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
47,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6325,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
48,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6312,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
49,16-04-2019,18-04-2019,Bharatiya Janata Party,OC,6316,1 Crore Bond,10000000,`00691,Delhi,New Delhi,KEVENTER FOODPARK INFRA LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
50,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6297,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
51,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6275,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
52,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6261,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
53,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6278,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
54,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6262,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
55,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6274,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
56,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6257,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
57,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6273,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
58,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6272,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
59,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6280,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
60,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6251,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
61,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,4597,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
62,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6279,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
63,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6296,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
64,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6256,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
65,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6286,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
66,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6298,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
67,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6267,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
68,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,4632,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
69,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6284,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
70,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6254,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
71,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6292,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
72,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6268,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
73,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6258,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
74,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6253,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
75,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6293,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
76,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6281,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
77,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6264,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
78,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6288,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
79,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6300,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
80,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6269,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
81,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,4598,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
82,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6263,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
83,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6270,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
84,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6283,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
85,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6299,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
86,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6271,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
87,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6252,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
88,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6282,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
89,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6259,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
90,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6295,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
91,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6260,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
92,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6255,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
93,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6265,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
94,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6285,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
95,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6289,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
96,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6291,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
97,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6294,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
98,12-04-2019,20-04-2019,Bharatiya Janata Party,OC,6287,1 Crore Bond,10000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
99,12-04-2019,20-04-2019,Bharatiya Janata Party,TL,11440,10 Lakh Bond,1000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
100,12-04-2019,20-04-2019,Bharatiya Janata Party,TL,11437,10 Lakh Bond,1000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
101,12-04-2019,20-04-2019,Bharatiya Janata Party,TL,11439,10 Lakh Bond,1000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
102,12-04-2019,20-04-2019,Bharatiya Janata Party,TL,11445,10 Lakh Bond,1000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
103,12-04-2019,20-04-2019,Bharatiya Janata Party,TL,11438,10 Lakh Bond,1000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
104,12-04-2019,20-04-2019,Bharatiya Janata Party,TL,11432,10 Lakh Bond,1000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
105,12-04-2019,20-04-2019,Bharatiya Janata Party,TL,11444,10 Lakh Bond,1000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
106,12-04-2019,20-04-2019,Bharatiya Janata Party,TL,11443,10 Lakh Bond,1000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
107,12-04-2019,20-04-2019,Bharatiya Janata Party,TL,11446,10 Lakh Bond,1000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
108,12-04-2019,20-04-2019,Bharatiya Janata Party,TL,11442,10 Lakh Bond,1000000,`00691,Delhi,New Delhi,ESSEL MINING AND INDS LTD,Organisation,`00001,West Bengal,Kolkata,Paid
109,12-04-2019,20-04-2019,Bharatiya Janata Party,TL,11551,10 Lakh Bond,1000000,`00691,Delhi,New Delhi,ARIHANT ENTERPRISES,Organisation,`00001,West Bengal,Kolkata,Paid
110,12-04-2019,20-04-2019,Bharatiya Janata Party,TL,11554,10 Lakh Bond,1000000,`00691,Delhi,New Delhi,ARIHANT ENTERPRISES,Organisation,`00001,West Bengal,Kolkata,Paid
111,12-04-2019,20-04-2019,Bharatiya Janata Party,TL,11553,10 Lakh Bond,1000000,`00691,Delhi,New Delhi,ARIHANT ENTERPRISES,Organisation,`00001,West Bengal,Kolkata,Paid
112,12-04-2019,20-04-2019,Bharatiya Janata Party,TL,11552,10 Lakh Bond,1000000,`00691,Delhi,New Delhi,ARIHANT ENTERPRISES,Organisation,`00001,West Bengal,Kolkata,Paid
113,17-04-2019,20-04-2019,Bharatiya Janata Party,TL,11586,10 Lakh Bond,1000000,`00691,Delhi,New Delhi,RAJEEV KUMAR JAIN,Individual,`00001,West Bengal,Kolkata,Paid
114,17-04-2019,20-04-2019,Bharatiya Janata Party,TL,11591,10 Lakh Bond,1000000,`00691,Delhi,New Delhi,RAJEEV KUMAR JAIN,Individual,`00001,West Bengal,Kolkata,Paid
115,17-04-2019,20-04-2019,Bharatiya Janata Party,TL,11593,10 Lakh Bond,1000000,`00691,Delhi,New Delhi,DEVEN CHAND JAIN,Individual,`00001,West Bengal,Kolkata,Paid
116,17-04-2019,20-04-2019,Bharatiya Janata Party,TL,11592,10 Lakh Bond,1000000,`00691,Delhi,New Delhi,DEVEN CHAND JAIN,Individual,`00001,West Bengal,Kolkata,Paid
117,17-04-2019,20-04-2019,Bharatiya Janata Party,TL,11588,10 Lakh Bond,1000000,`00691,Delhi,New Delhi,DEVEN CHAND JAIN,Individual,`00001,West Bengal,Kolkata,Paid
118,17-04-2019,20-04-2019,Bharatiya Janata Party,TL,11594,10 Lakh Bond,1000000,`00691,Delhi,New Delhi,DEVEN CHAND JAIN,Individual,`00001,West Bengal,Kolkata,Paid
119,17-04-2019,20-04-2019,Bharatiya Janata Party,TL,11587,10 Lakh Bond,1000000,`00691,Delhi,New Delhi,DEVEN CHAND JAIN,Individual,`00001,West Bengal,Kolkata,Paid
120,17-04-2019,20-04-2019,Bharatiya Janata Party,TL,11589,10 Lakh Bond,1000000,`00691,Delhi,New Delhi,DEVEN CHAND JAIN,Individual,`00001,West Bengal,Kolkata,Paid
121,17-04-2019,20-04-2019,Bharatiya Janata Party,TL,11595,10 Lakh Bond,1000000,`00691,Delhi,New Delhi,DEVEN CHAND JAIN,Individual,`00001,West Bengal,Kolkata,Paid
122,16-04-2019,20-04-2019,Indian National Congress,OC,6311,1 Crore Bond,10000000,`00691,Delhi,New Delhi,IDEAL REAL ESTATES PRIVATE LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
123,12-04-2019,22-04-2019,All India Trinamool Congress,TL,11450,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,MERLIN RECREATION PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
124,12-04-2019,22-04-2019,All India Trinamool Congress,TL,11449,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,MERLIN RECREATION PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
125,12-04-2019,22-04-2019,All India Trinamool Congress,TL,11556,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,ACROPOLIS MAINTENANCE SERVICES PRIVATE LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
126,12-04-2019,22-04-2019,All India Trinamool Congress,TL,11555,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,ACROPOLIS MAINTENANCE SERVICES PRIVATE LIMITED,Organisation,`00001,West Bengal,Kolkata,Paid
127,12-04-2019,22-04-2019,All India Trinamool Congress,TL,11557,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,INNOCENT MERCHANDISE PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
128,12-04-2019,22-04-2019,All India Trinamool Congress,TL,11558,10 Lakh Bond,1000000,`00001,West Bengal,Kolkata,INNOCENT MERCHANDISE PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
129,12-04-2019,22-04-2019,All India Trinamool Congress,OL,1121,1 Lakh Bond,100000,`00001,West Bengal,Kolkata,MERLIN RECREATION PVT LTD,Organisation,`00001,West Bengal,Kolkata,Paid
